,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,EB
1981,1982,15630913,Rosas,476,0.5,0,69,1,105303.73,1,0,1,134260.34,0,0.7843249170000001
1982,1983,15756680,Phillips,667,0,1,28,6,165798.1,1,1,0,147090.9,0,1.1271812190000001
1983,1984,15587913,Palerma,748,0.5,0,40,4,0.0,2,1,0,132368.47,0,0.0
1984,1985,15737605,Morris,531,0.5,0,45,1,126495.57,2,1,1,164741.5,0,0.7678427720000001
1985,1986,15627876,Pavlova,719,0.5,0,47,9,116393.59,1,1,0,63051.32,1,1.846013533
1986,1987,15772601,Lu,845,1,0,41,2,81733.74,2,0,0,199761.29,0,0.409157049
1987,1988,15758606,Yamamoto,738,0,1,54,4,0.0,1,0,1,55725.04,1,0.0
1988,1989,15657107,Angelo,563,0.5,0,46,8,106171.68,1,1,0,163145.5,1,0.65077909
1989,1990,15622454,Zaitsev,695,0.5,1,28,0,96020.86,1,1,1,57992.49,0,1.65574646
1990,1991,15775803,Cawker,841,0.5,1,41,1,0.0,2,0,1,193093.77,0,0.0
1991,1992,15570859,Froggatt,626,1,1,36,2,181671.16,2,1,1,57531.14,0,3.157788286
1992,1993,15748381,Gorbunov,613,0,0,29,6,185709.28,2,1,1,77242.19,0,2.404246695
1993,1994,15787189,Tai,824,1,1,60,8,134250.17,3,0,0,153046.16,1,0.877187445
1994,1995,15666055,Rowe,705,0,0,49,7,0.0,1,1,0,63405.2,1,0.0
1995,1996,15617648,Mikkelsen,584,0,0,44,5,95671.75,2,1,1,106564.88,0,0.8977793620000001
1996,1997,15755678,Kovalyov,534,0,1,62,2,0.0,2,0,0,42763.12,1,0.0
1997,1998,15624781,Mbanefo,672,0,0,34,1,142151.75,2,1,1,168753.34,0,0.842364068
1998,1999,15779497,Ts'ai,603,0,1,43,5,127823.93,1,1,1,19483.35,0,6.560675141
1999,2000,15567399,Enderby,633,1,1,43,3,144164.29,1,1,1,158646.46,0,0.9087141940000001
2000,2001,15613656,Lombardi,842,0,1,58,1,63492.94,1,1,1,83172.19,0,0.763391465
2001,2002,15734311,Hamilton,661,0,0,27,3,0.0,2,1,1,76889.79,0,0.0
2002,2003,15657214,Hsia,601,0,1,74,2,0.0,2,0,1,51554.58,0,0.0
2003,2004,15799350,Mao,632,0,1,41,0,106134.46,1,0,1,105570.39,0,1.00534307
2004,2005,15729970,Ugochukwu,684,1,1,29,8,127269.75,1,0,1,79495.01,0,1.600977848
2005,2006,15725835,West,785,1,0,32,3,124493.03,2,0,1,52583.79,1,2.367517252
2006,2007,15745543,Hughes,687,0,1,39,7,0.0,2,1,0,26848.25,0,0.0
2007,2008,15727384,Chukwuemeka,705,1,0,43,10,146547.78,1,0,1,10072.55,1,14.54922338
2008,2009,15666916,Lira,639,0,1,43,6,99610.92,2,1,0,187296.78,0,0.531834664
2009,2010,15732917,Li,729,1,1,46,5,117837.43,1,1,0,104016.61,1,1.132871279
2010,2011,15612050,Castiglione,556,0.5,0,48,8,168522.37,1,1,1,151310.16,0,1.113754489
2011,2012,15726267,Paterson,570,0,1,32,9,117337.54,2,0,1,62810.91,0,1.8681076269999999
2012,2013,15780124,Blair,841,0,1,74,9,108131.53,1,0,1,60830.38,0,1.777590901
2013,2014,15742238,Dellucci,705,1,1,35,4,136496.12,2,1,0,116672.02,0,1.169913061
2014,2015,15679024,Udinesi,553,0,1,32,3,116324.53,1,1,0,77304.49,0,1.504757744
2015,2016,15715297,Yuan,779,1,0,40,2,75470.23,1,1,1,52894.01,0,1.426819975
2016,2017,15633612,Yuryeva,696,0,1,28,4,172646.82,1,1,1,116471.43,0,1.482310469
2017,2018,15602929,Wilson,728,0.5,0,37,4,0.0,1,0,0,4539.38,0,0.0
2018,2019,15696703,Dean,691,1,1,27,3,160358.68,2,1,0,142367.72,0,1.1263696570000001
2019,2020,15756668,Ross,706,0,1,30,3,98415.37,1,1,1,110520.48,0,0.890471793
2020,2021,15565779,Kent,627,1,0,30,6,57809.32,1,1,0,188258.49,0,0.307074172
2021,2022,15795519,Vasiliev,716,1,0,18,3,128743.8,1,0,0,197322.13,0,0.6524549479999999
2022,2023,15761477,Golibe,501,1,1,24,4,130806.42,2,1,0,80241.14,0,1.630166521
2023,2024,15731890,Chukwukere,601,0,1,41,1,123971.16,1,0,1,172814.99,0,0.717363465
2024,2025,15633043,Fedorova,545,0.5,0,39,6,0.0,1,0,0,38410.74,1,0.0
2025,2026,15752953,Chien,634,0,1,45,9,0.0,2,0,0,17622.82,0,0.0
2026,2027,15603088,Rossi,451,0.5,0,23,9,0.0,2,0,1,48021.71,0,0.0
2027,2028,15606613,Samson,655,0,0,59,7,0.0,1,1,0,88958.49,1,0.0
2028,2029,15635939,Fenton,458,0,0,39,9,0.0,2,1,0,116343.09,0,0.0
2029,2030,15666043,Mackey,520,0,1,33,4,156297.58,2,1,1,166102.61,0,0.940970043
2030,2031,15746190,Payton,624,0.5,0,28,2,0.0,2,0,1,104353.26,0,0.0
2031,2032,15591357,Cowger,765,0,1,51,3,123372.3,1,1,1,115429.32,0,1.068812499
2032,2033,15658716,Banks,667,1,0,37,5,92171.35,3,1,0,178106.34,1,0.517507406
2033,2034,15679909,Pugliesi,665,0.5,1,41,8,0.0,2,1,0,132152.32,0,0.0
2034,2035,15634262,Fantin,709,1,1,34,4,148375.19,2,1,1,21521.38,0,6.894315792
2035,2036,15799825,Bentley,583,0,0,44,8,0.0,2,1,1,27431.62,0,0.0
2036,2037,15756875,Freeman,782,0.5,1,34,6,147422.44,1,0,1,42143.61,0,3.498097102
2037,2038,15678146,Wong,668,0.5,0,24,7,173962.32,1,0,0,106457.11,1,1.634107107
2038,2039,15710743,Onwuamaeze,621,0,1,47,0,0.0,1,1,1,133831.37,1,0.0
2039,2040,15595831,Shen,579,1,0,64,6,145215.43,1,1,1,164083.72,0,0.885008153
2040,2041,15626684,Huang,547,0,0,38,5,167539.97,1,0,1,159207.34,0,1.052338228
2041,2042,15709846,Yeh,840,0,0,39,1,94968.97,1,1,0,84487.62,0,1.1240578209999998
2042,2043,15635459,Shih,667,1,0,27,3,106116.5,2,1,0,3674.71,0,28.87751687
2043,2044,15642544,Henderson,723,0,1,34,5,0.0,2,0,1,12092.03,0,0.0
2044,2045,15566494,Fang,487,0,1,45,2,0.0,2,1,0,77475.73,0,0.0
2045,2046,15655238,Dellucci,668,0,0,31,9,0.0,2,0,0,41291.73,0,0.0
2046,2047,15733429,Chou,520,1,1,34,8,120018.86,2,1,1,343.38,0,349.52198730000003
2047,2048,15814536,Conti,549,0,1,37,2,112541.54,2,0,0,47432.43,0,2.372670766
2048,2049,15771702,Roberts,567,0,0,35,5,166118.45,2,1,0,127827.18,0,1.2995549929999999
2049,2050,15723008,Lo Duca,720,0,0,45,1,102882.4,2,1,1,35633.15,1,2.8872664919999997
2050,2051,15797160,Glover,492,0,0,49,8,0.0,1,1,1,182865.09,1,0.0
2051,2052,15792222,Johnstone,712,0,0,37,1,106881.5,2,0,0,169386.81,0,0.630990689
2052,2053,15644765,Ashton,689,1,1,26,4,120727.97,1,0,1,149073.88,0,0.809853275
2053,2054,15610686,Melton,850,0,1,63,8,169832.57,1,0,0,184107.26,1,0.922465361
2054,2055,15730868,Marshall,747,0,1,41,5,0.0,2,1,1,22750.17,0,0.0
2055,2056,15705991,Kenenna,469,1,1,38,9,113599.42,1,0,0,11950.29,0,9.505996926
2056,2057,15577078,Zakharov,539,0.5,1,38,6,0.0,1,1,1,152880.07,1,0.0
2057,2058,15679550,Chukwualuka,743,0,1,32,9,0.0,2,1,0,175252.78,0,0.0
2058,2059,15787655,Chu,707,0,1,47,3,0.0,2,1,0,174303.29,0,0.0
2059,2060,15668081,Capon,581,0.5,0,50,4,0.0,2,1,1,80701.72,0,0.0
2060,2061,15747980,Cattaneo,737,0.5,1,38,6,146282.79,2,1,0,198516.2,0,0.736880869
2061,2062,15710295,Patrick,445,1,0,38,6,119413.62,2,1,0,175756.36,0,0.67942702
2062,2063,15724443,Taylor,703,1,0,29,3,122084.63,1,0,1,82824.08,0,1.4740233759999999
2063,2064,15571305,Stephenson,588,1,0,35,1,103060.63,1,1,0,179866.01,1,0.57298558
2064,2065,15569503,Yeh,765,0,1,44,6,0.0,2,1,1,159899.97,0,0.0
2065,2066,15581840,DeRose,626,0,1,33,8,0.0,2,1,0,138504.28,0,0.0
2066,2067,15772262,Vavilov,545,1,1,37,9,110483.86,1,1,1,127394.67,0,0.867256534
2067,2068,15767794,Browne,744,0,1,31,9,120718.28,1,1,1,58961.49,0,2.04740891
2068,2069,15629338,Collingridge de Tourcey,658,0.5,0,31,2,36566.96,1,1,0,103644.98,1,0.352809755
2069,2070,15790379,Rowe,629,1,1,28,8,108601.0,1,1,1,119647.7,0,0.90767311
2070,2071,15750684,Jibunoh,719,0,0,42,4,0.0,1,1,0,28465.86,1,0.0
2071,2072,15697214,Korovin,686,0.5,0,36,5,0.0,2,1,1,152979.14,0,0.0
2072,2073,15711015,Hammonds,743,0,1,36,4,0.0,2,1,1,190911.02,0,0.0
2073,2074,15573309,Ward,626,0.5,0,48,2,0.0,2,1,1,95794.98,0,0.0
2074,2075,15805303,Olisanugo,661,1,1,44,1,141136.62,1,1,0,189742.78,1,0.743831307
2075,2076,15741385,Gallop,710,1,1,45,9,108231.37,1,1,1,188574.08,0,0.573946165
2076,2077,15780254,Gartrell,654,0,1,40,6,0.0,1,0,0,183872.88,1,0.0
2077,2078,15744843,K'ung,569,0.5,0,34,6,144855.34,1,0,0,196555.32,0,0.7369698259999999
2078,2079,15815626,Oluchi,640,0,1,63,2,68432.45,2,1,1,112503.24,1,0.608270926
2079,2080,15784736,Jamieson,562,0,1,45,6,136855.24,1,1,0,46864.0,0,2.920263742
2080,2081,15813412,Barlow,721,0,0,55,3,44020.89,1,1,0,65864.4,1,0.66835635
2081,2082,15809143,White,456,1,1,32,9,133060.63,1,1,1,125167.92,0,1.063056972
2082,2083,15617617,Stewart,811,0.5,1,39,7,0.0,2,1,1,177519.39,0,0.0
2083,2084,15779738,Buccho,534,0,1,24,1,0.0,1,1,1,169653.32,0,0.0
2084,2085,15668669,Benson,423,0,0,36,5,97665.61,1,1,0,118372.55,1,0.825069748
2085,2086,15687477,Thompson,594,1,1,28,5,185013.02,1,1,0,16481.12,0,11.22575529
2086,2087,15578908,Todd,725,0.5,0,32,0,0.0,2,1,1,138525.19,0,0.0
2087,2088,15687658,Burgin,716,0,0,52,7,65971.61,2,1,0,14608.0,1,4.516128834
2088,2089,15615020,Nnaife,595,1,0,41,9,150463.11,2,0,1,81548.38,0,1.8450778540000001
2089,2090,15608886,Okwudiliolisa,679,0,0,33,1,0.0,2,0,0,69608.48,0,0.0
2090,2091,15602551,Johnson,667,0.5,1,39,9,0.0,2,1,0,68873.8,0,0.0
2091,2092,15672945,Parkes,661,0,0,37,5,136425.18,1,1,0,81102.81,0,1.6821264269999998
2092,2093,15757408,Lo,655,0.5,1,38,3,250898.09,3,0,1,81054.0,1,3.095443655
2093,2094,15806132,Martin,555,0,1,55,4,146798.81,1,1,1,74149.77,0,1.9797608269999998
2094,2095,15813022,Kapustina,531,0.5,1,70,1,0.0,2,0,0,99503.19,0,0.0
2095,2096,15673578,Page,611,1,0,40,7,128486.91,2,1,0,10109.47,0,12.70955945
2096,2097,15757916,Amaechi,600,0,0,38,9,0.0,2,1,1,58855.85,0,0.0
2097,2098,15689168,Munro,531,0.5,1,37,1,143407.29,2,0,1,84402.46,0,1.699088984
2098,2099,15769216,Panicucci,601,0,0,43,2,0.0,1,1,0,49713.87,1,0.0
2099,2100,15593295,Greathouse,548,0,1,57,6,76165.65,1,1,1,133537.53,0,0.570368869
2100,2101,15804814,Ts'ui,759,0,1,40,4,0.0,2,1,0,124615.59,0,0.0
2101,2102,15778934,Napolitani,678,0.5,0,49,8,0.0,2,0,1,98090.69,0,0.0
2102,2103,15802351,Beers,755,1,0,33,6,90560.3,2,1,1,42607.69,0,2.125444961
2103,2104,15630241,Tretyakova,594,0,1,61,3,62391.22,1,1,1,192434.11,0,0.32422121
2104,2105,15719561,Lin,768,0,1,42,5,0.0,3,0,0,60686.4,0,0.0
2105,2106,15615096,Costa,492,0,0,31,7,0.0,2,1,1,49463.44,0,0.0
2106,2107,15659931,Ibezimako,637,1,0,55,1,123378.2,1,1,0,81431.99,1,1.515107269
2107,2108,15714586,Marcelo,646,0.5,0,42,3,99836.47,1,0,1,22909.56,0,4.357851919
2108,2109,15634949,Hay,593,1,1,74,5,161434.36,2,1,1,65532.17,0,2.463436813
2109,2110,15589224,Moore,596,0.5,1,41,5,0.0,2,0,1,141053.85,0,0.0
2110,2111,15795990,Lumholtz,722,1,0,48,10,138311.76,1,1,1,3472.63,1,39.82910935
2111,2112,15603216,Simpson,642,0,1,25,7,0.0,2,1,0,102083.78,0,0.0
2112,2113,15631201,Hill,472,0.5,0,28,4,0.0,2,1,0,1801.77,0,0.0
2113,2114,15686255,Mouzon,738,1,1,35,6,101744.84,1,0,0,85185.44,0,1.194392375
2114,2115,15746594,Wu,732,0.5,1,33,8,0.0,1,1,0,119882.7,0,0.0
2115,2116,15718893,Pirozzi,404,1,0,54,4,125456.07,1,1,0,83715.66,1,1.498597395
2116,2117,15671609,Ibeabuchi,701,0,1,44,7,0.0,2,1,0,23425.78,0,0.0
2117,2118,15652540,Garnsey,683,0,1,31,2,0.0,2,0,1,77326.78,0,0.0
2118,2119,15774857,Synnot,460,0,0,27,7,0.0,2,1,0,156150.08,1,0.0
2119,2120,15791836,Wildman,690,0,1,29,5,0.0,2,1,0,108577.97,0,0.0
2120,2121,15651554,Anenechukwu,618,1,0,54,4,118449.21,1,1,1,133573.29,1,0.886773171
2121,2122,15583576,Tai,671,0,1,30,2,0.0,1,0,1,102057.86,0,0.0
2122,2123,15732740,Plant,765,0.5,0,32,9,178095.55,1,0,0,47247.56,0,3.7694126430000003
2123,2124,15723320,Azubuike,651,1,0,25,2,109175.14,2,1,0,114566.47,0,0.952941467
2124,2125,15603851,Galkin,704,0,1,32,7,127785.17,4,0,0,184464.7,1,0.6927350870000001
2125,2126,15777923,Johnston,544,0,0,45,6,0.0,2,0,1,151401.33,0,0.0
2126,2127,15735719,Babbage,790,0,0,40,9,0.0,2,1,1,70607.1,0,0.0
2127,2128,15703482,Walker,710,1,1,34,9,134260.36,2,1,0,147074.67,0,0.912872081
2128,2129,15605835,Rice,743,0,1,37,8,69143.91,2,0,1,105780.18,0,0.653656573
2129,2130,15664881,Norton,702,0,1,34,4,100054.77,1,1,0,109496.45,0,0.9137718159999999
2130,2131,15757568,Bogolyubov,704,0,0,45,6,0.0,1,1,1,137739.45,0,0.0
2131,2132,15792660,Gibbons,614,0,1,38,2,116248.88,1,1,0,105140.92,0,1.105648305
2132,2133,15599722,Chia,609,0.5,0,43,6,86053.52,2,1,1,113276.46,1,0.7596769879999999
2133,2134,15726354,Smith,688,0,0,32,6,123157.95,1,1,0,172531.23,0,0.7138298959999999
2134,2135,15610355,Hunter,713,0,1,44,1,63438.91,1,1,0,64375.4,0,0.985452673
2135,2136,15704284,Ekechukwu,736,1,1,57,9,95295.39,1,1,0,28434.44,1,3.3514073069999997
2136,2137,15621893,Bellucci,727,0,1,18,4,133550.67,1,1,1,46941.41,0,2.845050245
2137,2138,15588219,Ford,850,0,0,38,1,106871.81,2,1,0,29333.01,0,3.643397319
2138,2139,15688619,Scott,718,0.5,1,45,3,105266.32,2,1,1,193724.51,0,0.543381527
2139,2140,15765518,Gregson,643,0,0,51,2,105229.53,1,1,0,34967.75,1,3.009330883
2140,2141,15616931,Moore,653,0,1,41,8,102768.42,1,1,0,55663.85,0,1.846232699
2141,2142,15758372,Wallace,674,0,1,18,7,0.0,2,1,1,55753.12,1,0.0
2142,2143,15782591,Cook,690,0,1,35,6,112689.95,1,1,0,176962.31,0,0.636801983
2143,2144,15612109,Speth,819,0,1,38,9,122334.26,2,1,1,181507.44,0,0.673990333
2144,2145,15613712,Boag,634,0.5,1,34,1,0.0,2,1,0,61995.57,0,0.0
2145,2146,15639322,Grave,633,0.5,1,33,4,137847.41,2,1,0,98349.13,0,1.4016129069999999
2146,2147,15594349,Streeten,850,0,1,49,5,122486.47,1,0,1,59748.19,0,2.050044863
2147,2148,15574167,Fox,665,0,1,33,2,101286.11,1,1,1,159840.51,0,0.633669838
2148,2149,15811842,Artemyeva,630,0.5,1,26,7,0.0,2,1,1,6656.64,0,0.0
2149,2150,15648794,Giordano,836,0.5,1,57,4,101247.06,1,1,0,37141.62,1,2.72597318
2150,2151,15771211,Perkins,668,0,1,38,10,86977.96,1,0,1,37094.75,0,2.3447512109999997
2151,2152,15588614,Walton,753,0,1,57,7,0.0,1,1,0,159475.08,1,0.0
2152,2153,15630698,Hay,745,0,0,55,9,110123.59,1,0,1,51548.14,1,2.13632519
2153,2154,15694200,Gardner,693,0,1,36,8,178111.82,1,0,0,58719.63,1,3.0332585539999997
2154,2155,15721426,Milne,606,1,1,65,10,126306.64,3,0,0,7861.68,1,16.0661131
2155,2156,15725997,She,660,0,0,35,6,100768.77,1,1,0,19199.61,0,5.248480047
2156,2157,15762138,Hu,608,0,1,42,5,0.0,2,1,0,178504.29,0,0.0
2157,2158,15750649,Uwakwe,744,0,0,44,3,0.0,2,1,1,189016.14,0,0.0
2158,2159,15685706,Bird,731,0,0,40,7,118991.79,1,1,1,156048.64,0,0.7625301320000001
2159,2160,15641835,Anderson,683,0,1,72,3,140997.26,1,0,1,52876.41,0,2.666543739
2160,2161,15586821,Bellew,727,0,1,28,5,0.0,2,0,1,19653.08,0,0.0
2161,2162,15569678,Cocci,561,1,1,32,6,166824.59,1,1,0,139451.98,0,1.196286994
2162,2163,15793842,Krichauff,700,0,0,34,2,76322.69,1,1,0,128136.29,0,0.595636802
2163,2164,15667554,Cameron,605,0,1,35,6,0.0,2,1,1,45206.57,0,0.0
2164,2165,15794479,Becker,767,0.5,1,77,8,149083.7,1,1,1,190146.83,0,0.7840451509999999
2165,2166,15585041,Ainsworth,511,0,1,33,7,0.0,2,0,1,158313.87,0,0.0
2166,2167,15780650,Biryukov,667,0,1,40,9,0.0,1,1,1,96670.2,0,0.0
2167,2168,15780846,Redding,787,0,1,33,1,126588.81,2,0,1,62163.53,0,2.036383873
2168,2169,15805260,Wood,705,1,0,56,2,143249.67,1,1,0,88428.41,1,1.61995076
2169,2170,15621629,Scott,773,1,1,43,8,81844.91,2,1,1,35908.46,0,2.2792653880000002
2170,2171,15662151,Gould,554,0,1,40,4,0.0,1,0,1,168780.04,0,0.0
2171,2172,15747174,Hao,526,1,1,58,9,190298.89,2,1,1,191263.76,0,0.9949552909999999
2172,2173,15651585,Power,661,1,1,35,2,117212.18,1,1,1,83052.03,0,1.411310235
2173,2174,15649738,White,698,0,0,46,0,0.0,2,1,1,125962.02,0,0.0
2174,2175,15633108,Thorpe,646,0,1,26,4,139848.17,1,1,0,164696.27,0,0.8491277309999999
2175,2176,15769254,Tuan,757,1,0,34,9,101861.36,2,0,0,187011.96,0,0.544678319
2176,2177,15704746,Inman,699,0.5,1,35,2,167455.66,2,1,1,55324.49,0,3.026790848
2177,2178,15637644,Hanson,667,0,0,24,4,0.0,2,0,1,34335.55,0,0.0
2178,2179,15609562,MacDonald,774,0.5,0,43,1,116360.07,1,1,0,17004.14,0,6.843043517999999
2179,2180,15787459,Parkes,745,0.5,1,40,3,88466.82,1,0,0,116331.42,0,0.760472278
2180,2181,15762902,Stanley,649,0,0,42,7,0.0,2,0,1,22974.01,0,0.0
2181,2182,15738605,Fischer,634,1,0,46,5,123642.36,1,1,1,49725.16,1,2.486515076
2182,2183,15724889,Chinweuba,665,0.5,1,38,9,0.0,1,0,1,87412.74,0,0.0
2183,2184,15730735,Henning,713,0,1,38,9,72286.84,2,1,1,26136.89,0,2.7657016580000002
2184,2185,15689147,Ogochukwu,652,0,0,40,1,0.0,2,1,0,126554.96,0,0.0
2185,2186,15730397,Narelle,739,0.5,1,40,1,109681.61,1,1,1,193321.3,0,0.567353985
2186,2187,15762169,Bergman,556,1,1,37,9,145018.64,2,1,0,90928.02,1,1.594872956
2187,2188,15589320,Sagese,699,0.5,1,34,8,0.0,1,1,1,76510.46,0,0.0
2188,2189,15799211,Anenechi,708,0.5,0,32,8,187487.63,1,1,1,120115.5,0,1.560894556
2189,2190,15798310,Palerma,480,0,1,35,2,165692.91,1,1,1,197984.58,0,0.836898055
2190,2191,15609998,Okwudilichukwu,700,1,0,59,5,137648.41,1,1,0,142977.05,1,0.962730802
2191,2192,15583548,Harrison,525,0.5,0,47,6,118560.0,1,1,0,82522.61,1,1.436697167
2192,2193,15761763,Jamieson,845,0,1,33,8,164385.53,1,1,0,150664.97,0,1.091066689
2193,2194,15764409,Goodman,613,0,1,37,9,108286.5,1,1,1,114153.44,0,0.94860479
2194,2195,15710161,Ko,850,0,0,34,2,0.0,2,1,1,171706.66,0,0.0
2195,2196,15735246,Norman,798,0.5,0,58,9,0.0,2,0,0,119071.56,1,0.0
2196,2197,15791700,Ugochukwutubelum,773,1,1,47,2,118079.47,4,1,1,143007.49,1,0.825687312
2197,2198,15670753,Uvarova,614,0.5,1,35,2,127283.78,1,1,1,31302.35,0,4.066269146000001
2198,2199,15573876,Chia,473,0.5,1,48,8,0.0,2,1,0,71139.8,0,0.0
2199,2200,15770174,Piazza,762,0,1,29,6,141389.06,1,1,0,54122.89,0,2.6123708469999998
2200,2201,15641114,Power,701,0,1,37,8,130091.5,1,1,1,120031.29,0,1.083813229
2201,2202,15682435,P'eng,600,0,1,35,4,143744.77,2,1,0,104076.51,0,1.381145179
2202,2203,15751788,Johnson,850,0.5,1,28,9,97408.03,1,1,1,175853.64,0,0.553915347
2203,2204,15672598,Walker,613,0.5,1,30,9,111927.45,1,1,1,175795.87,0,0.636689872
2204,2205,15762803,Innes,509,0,1,31,3,0.0,2,1,0,15360.91,0,0.0
2205,2206,15812982,Francis,509,0.5,1,38,2,0.0,1,0,0,168460.12,0,0.0
2206,2207,15597901,Chidozie,609,0,1,34,1,0.0,1,1,1,181177.9,0,0.0
2207,2208,15731507,Mackenzie,456,0,0,33,1,188285.68,1,0,0,58363.94,0,3.2260618460000003
2208,2209,15809826,Craigie,728,0,0,46,2,109705.52,1,1,0,20276.87,1,5.41037744
2209,2210,15764237,Manfrin,663,0.5,1,33,9,0.0,2,0,0,91514.62,0,0.0
2210,2211,15769917,Onyekachi,673,1,0,34,1,127122.79,3,0,1,76703.1,0,1.6573357530000001
2211,2212,15641850,Pethard,717,0,1,40,0,98241.04,1,1,0,110887.14,0,0.885955215
2212,2213,15770974,Nwabugwu,741,1,0,37,8,170840.08,2,0,0,109843.16,0,1.555309225
2213,2214,15803749,DeRose,498,1,0,41,4,87541.06,2,1,1,12577.21,1,6.960292465
2214,2215,15684999,Ch'eng,850,0,0,26,4,62610.96,2,0,1,179365.1,0,0.349069914
2215,2216,15770225,Padovesi,493,0,1,36,9,0.0,2,1,1,65816.53,0,0.0
2216,2217,15627484,Obielumani,686,0,0,47,5,113328.93,1,1,0,124170.9,0,0.912685098
2217,2218,15610337,Stephens,666,0.5,1,35,2,104832.49,1,1,0,175015.12,0,0.598991047
2218,2219,15752488,Emery,733,0.5,0,31,9,102289.85,1,1,1,115441.66,0,0.88607397
2219,2220,15610056,Dufresne,631,1,0,34,6,125227.82,2,0,1,128247.03,0,0.9764578559999999
2220,2221,15806049,Lee,714,1,0,49,5,140510.89,1,1,0,141914.94,0,0.990106398
2221,2222,15736069,Hsing,767,1,0,35,6,132253.22,1,1,0,115566.57,1,1.144389939
2222,2223,15763662,Longo,711,1,1,43,2,39043.29,2,1,1,175423.69,0,0.222565664
2223,2224,15615575,Vial,722,0,1,34,8,0.0,2,1,1,133447.49,0,0.0
2224,2225,15691723,Chukwudi,631,0.5,1,55,9,99685.06,1,1,0,114474.98,0,0.870802161
2225,2226,15774098,Grant,701,1,1,38,3,125385.49,2,0,1,52044.66,0,2.409190299
2226,2227,15750808,Ma,790,0.5,1,46,2,131365.37,2,1,1,180290.68,0,0.728630953
2227,2228,15744368,Sun,633,0.5,1,58,6,98308.51,1,1,1,132034.13,0,0.744568923
2228,2229,15610594,Moss,644,0,0,37,8,0.0,2,1,0,20968.88,0,0.0
2229,2230,15756125,Booth,757,0.5,1,44,5,140856.16,2,1,0,158735.1,0,0.8873661840000001
2230,2231,15623277,Ross,696,0,0,30,8,0.0,2,1,1,196134.44,0,0.0
2231,2232,15795954,Ndukaku,746,0,1,35,2,172274.01,1,1,0,22374.97,0,7.699407418
2232,2233,15671969,Pruneda,649,0.5,1,36,8,0.0,2,1,0,161668.15,0,0.0
2233,2234,15791268,Neumann,565,0.5,1,38,0,122447.76,1,0,0,67339.34,0,1.8183688759999999
2234,2235,15713655,Calabrese,720,0,0,38,10,0.0,2,1,1,56229.72,1,0.0
2235,2236,15633930,Yobachukwu,648,0.5,0,56,6,157559.59,2,1,0,140991.23,1,1.117513408
2236,2237,15712849,Tung,632,1,1,41,3,126550.7,1,0,0,177644.52,1,0.7123816709999999
2237,2238,15639077,Marchesi,622,0,0,30,2,158584.82,3,1,0,142342.55,1,1.11410692
2238,2239,15808784,Hess,835,0,1,28,2,163569.61,2,1,1,154559.28,0,1.05829692
2239,2240,15648577,Pickering,493,0,0,31,3,0.0,1,1,1,176570.28,1,0.0
2240,2241,15670345,Mazzi,785,1,0,33,6,127211.45,1,0,0,191961.83,0,0.66269138
2241,2242,15633112,Madukaego,681,1,1,42,3,118199.97,2,1,0,9452.88,1,12.50412255
2242,2243,15714397,Trentino,621,1,0,30,2,101014.08,2,1,1,165257.31,0,0.611253324
2243,2244,15780038,Paterson,756,0.5,1,38,6,119208.85,1,1,0,169763.89,1,0.7022038079999999
2244,2245,15756305,Marchesi,515,0,0,66,6,0.0,2,1,1,160663.11,0,0.0
2245,2246,15578799,Anayolisa,625,0,0,58,10,53772.73,1,1,1,192072.1,1,0.279961171
2246,2247,15800326,Poole,717,0.5,0,39,6,0.0,2,1,0,93275.61,0,0.0
2247,2248,15785485,Zhou,595,1,0,41,2,138878.81,1,0,1,112269.67,0,1.23701094
2248,2249,15783958,Bates,539,0.5,0,37,1,130922.81,2,0,0,2186.83,0,59.86876438
2249,2250,15727546,Olejuru,762,0,1,35,9,0.0,2,1,1,43075.7,0,0.0
2250,2251,15739576,Bustard,706,0.5,1,20,8,0.0,2,1,1,12368.11,0,0.0
2251,2252,15631333,Wade,677,0.5,0,25,8,130866.19,1,1,0,42410.21,0,3.0857236969999997
2252,2253,15604782,Tan,733,1,0,33,7,187257.94,1,0,1,190430.81,0,0.9833384629999999
2253,2254,15589643,Ngozichukwuka,684,0.5,0,41,7,0.0,1,1,1,138394.37,0,0.0
2254,2255,15585533,Calabrese,679,0,1,36,6,147733.64,1,0,1,172501.38,0,0.8564200470000001
2255,2256,15681506,Lane,478,0.5,1,43,1,0.0,2,1,1,197916.43,0,0.0
2256,2257,15630551,Forbes,696,0,1,33,2,163139.27,1,1,1,7035.36,0,23.18847507
2257,2258,15698349,Davy,686,0.5,0,35,4,0.0,2,1,1,159676.55,0,0.0
2258,2259,15776631,Ma,466,0,0,36,5,119540.15,1,0,1,80603.99,0,1.483054995
2259,2260,15762216,Barrera,686,0,0,41,4,129553.76,2,1,0,187599.8,0,0.6905858109999999
2260,2261,15623927,Alexander,576,0,1,55,9,0.0,2,1,1,94450.97,0,0.0
2261,2262,15681402,Ngozichukwuka,763,1,0,61,1,66101.89,1,1,1,143981.27,0,0.45910061799999996
2262,2263,15586264,Murray,572,0,1,43,2,140431.98,1,1,0,26450.57,1,5.309223203999999
